,"municipios","Property Name Occupied","Data","Area","Families","Organization"
"Pernambuco","Jataúba","Fazenda Balame","12/3/2011","12500","350","MST"
"Pernambuco","Lagoa Grande","Faz. Várzea Grande/Sítio Traíra","19/4/2011",,"50","MST"
"Pernambuco","Passira","Fazenda Taquari","6/2/2011",,"40","MST"
"Pernambuco","Pesqueira","Fazenda Ipiranga","5/3/2011",,"63","MST"
"Pernambuco","Petrolândia","T. I. Pankararu/Faz. do Sr. Dimas","14/9/2011","8100","100","Índios"
"Pernambuco","Petrolina","Área no Proj. Pontal Sul","23/8/2011",,"500","Via Campesina"
"Pernambuco","Petrolina","Fazenda da Empresa Copa Fruit","7/8/2011","489","150","MST"
"Pernambuco","Petrolina","Fazenda Califórnia do Nordeste","16/4/2011",,"900","MST"
"Pernambuco","Sairé","Fazenda Santa Zélia","15/4/2011",,"80","MST"
"Pernambuco","São Bento do Una","Faz. Santa Rita/Caracol","14/4/2011","2500","80","MST"
"Pernambuco","São Joaquim do Monte","Faz. Sta. Maria/Consulta","21/8/2011","2045","70","MST"
"Pernambuco","São José do Belmonte","Fazenda Baixa Verde","7/8/2011",,"110","MST"
"Pernambuco","Serra Talhada","Fazenda Quixadá","19/4/2011",,"100","MST"
"Pernambuco","Sertânia","Fazenda Nossa Senhora do Carmo","17/4/2011","1123","80","MST"
"Pernambuco","Sertânia","Fazenda Juá","14/5/2011","5500","25","MST"
"Rio Grande do Sul","Cacique Doble/Sananduva","T. I. Passo Grande da Forquilha/Kaingang","11/6/2011",,"8","Índios"
"Rio Grande do Sul","Charqueadas","Faz. Charqueadas/Col. Penal/Assent. 30 de Maio","7/10/2011","1200","200","MST"
"Rio Grande do Sul","Coqueiros do Sul","Faz. Guerra/Coqueiros","12/4/2011","7000","120","MAB/ MST"
"Rio Grande do Sul","Eldorado do Sul","Área da Fepagro","24/10/2011","480","30","MST"
"Rio Grande do Sul","Lagoa Vermelha/Sananduva","Faz. Três Pinheiros/Granja Três Pinheiros","3/10/2011","1500","40","MST"
"Rio Grande do Sul","Sananduva","Fazenda Bela Vista","26/9/2011","500","40","MST"
"Rio Grande do Sul","Santa Maria","Acamp. Indígena Ketyjug Tentu/Kaingang","5/12/2011","13","13","Índios"
"Rio Grande do Sul","São Borja","Fazenda Palermo","21/3/2011","1200","400","MST"
"Rio Grande do Sul","Vacaria","Área da Fepagro","26/9/2011",,"100","MST"
"Rio Grande do Sul","Viamão","Faz. próximo ao Posto de Pedágio ÁguasClaras/RS-040","26/9/2011","600","200","MST"
"Rondônia","Chupinguaia","Faz. Bodanese/Acamp. Barro Branco/Lotes 16 e17/Setor 06","24/6/2011",,"89","STR"
"Santa Catarina","Cerro Negro","Área em Umbu/Acamp. Terra Nova","13/6/2011",,"120","MAB/ MST"
"Santa Catarina","Chapecó","Linha Gamelão/Índios Kaingang","13/5/2011",,"30","Índios"
"Santa Catarina","Curitibanos","Fazenda Xaxim","14/4/2011",,"150","MST"
"Santa Catarina","Mafra","Fazenda Batatais","14/4/2011","600","100","MST"
"Santa Catarina","Major Vieira","Fazenda Toldo de Cima","20/11/2011","500","150","MST"
"São Paulo",,"Faz. Nossa Sra. Aparecida/Geada","16/4/2011",,,"MST***"
"São Paulo","Altair","Fazenda São José","6/11/2011","1360","80","MST"
"São Paulo","Americana","Sítio Boa Vista/Usina Ester","6/8/2011",,,"MST"
"São Paulo","Americana","Sítio Boa Vista/Usina Ester","10/9/2011","80","100","MST"
"São Paulo","Araçatuba","Fazenda Santa Cecília","15/4/2011","1680","70","MST"
"São Paulo","Araçatuba","Fazenda Santa Maria","16/4/2011",,,"MST***"
"São Paulo","Avaré","Faz. Tarsul/Ind. Eucatex","7/2/2011","380","70","RL*"
"São Paulo","Birigüi/Brejo Alegre","Fazenda Pau d'Alho","16/4/2011","726",,"MST***"
"São Paulo","Borebi","Fazenda Ipiranga","26/9/2011",,"100","MST"
"São Paulo","Cafelândia","Fazenda Chapadão da Santa Rita","6/1/2011",,"200","MST***"
"São Paulo","Cafelândia","Fazenda Bertazoni","6/1/2011",,"40","MST***"
"São Paulo","Caiuá","Fazenda Três Sinos","15/1/2011",,"60","CUT/ Feraesp/MAST/ MLST/MST***/ MTST*/STR/ Uniterra"
"São Paulo","Castilho","Fazenda Rancho Alegre","7/1/2011","500","300","MST"
"São Paulo","Dracena","Fazenda Santo Antônio","9/4/2011","968",,"MST***"
"São Paulo","Dracena","Fazenda das Cobras/Cobra","9/4/2011","550",,"MST***"
"São Paulo","Dracena","Fazenda Vista Alegre","9/4/2011",,,"MST***"
"São Paulo","Dracena","Fazenda Turmalina","9/4/2011",,,"MST***"
"São Paulo","Emilianópolis","Faz. Boa Vista/Bela Vista","15/1/2011",,"60","CUT/ Feraesp/MAST/ MLST/MST***/ MTST*/STR/ Uniterra"
"São Paulo","Iacri","Fazenda Santo Antônio","17/11/2011",,,"MST***"
"São Paulo","Iepê","Fazenda São Benedito","25/9/2011",,"7","MST***"
"São Paulo","Itapetininga","Fazenda Pedra Branca","16/4/2011",,,"MST***"
"São Paulo","Itapetininga","Fazenda Barro Branco","18/4/2011","12000","250","MST"
"São Paulo","Lucélia","Fazenda Salto Botelho","16/4/2011",,,"MST***"
"São Paulo","Marabá Paulista","Fazenda Nazaré","7/10/2011","5200","80","MST"
"São Paulo","Panorama","Fazenda Guiomar","15/1/2011","720","60","CUT/ Feraesp/MAST/ MLST/MST***/ MTST*/STR/ Uniterra"
"São Paulo","Parapuã","Fazenda Liberdade","17/11/2011",,,"MST***"
"São Paulo","Parapuã","Faz. Granja Experimental","17/11/2011",,,"MST***"
"São Paulo","Paulicéia","Fazenda Corpus Christi","10/4/2011",,,"MST"
"São Paulo","Paulistânia","Fazenda Tropical","8/5/2011",,"8","MST"
"São Paulo","Pereira Barreto","Fazenda Maria Ofélia","15/4/2011",,"24","MST"
"São Paulo","Pirajuí/Presidente Alves","Destilaria Guaricanga/BR Limitada","16/4/2011",,"410","MST"
"São Paulo","Presidente Bernardes","Fazenda Oito e Meio","15/1/2011",,"85","CUT/ Feraesp/MAST/ MLST/MST***/ MTST*/STR/ Uniterra"
"São Paulo","Presidente Bernardes","Faz. Guarani/Guaranizinho","16/1/2011","677","10","MST***"
"São Paulo","Presidente Epitácio","Fazenda Santo Antônio","15/1/2011",,"60","CUT/ Feraesp/MAST/ MLST/MST***/ MTST*/STR/ Uniterra"
"São Paulo","Queirós","Fazenda Santa Bárbara","15/1/2011",,"20","MST***"
"São Paulo","Rancharia","Fazenda Santa Maria","23/9/2011",,"16","MST***"
"São Paulo","Rinópolis","Fazenda Pauliceia","17/1/2011",,"70","MST***"
"São Paulo","Rinópolis","Fazenda Leonilda","2/4/2011",,"36","MST***"
"São Paulo","Rinópolis","Fazenda Dona Elizabete","17/11/2011",,,"MST***"
"São Paulo","Sandovalina","Faz. São Domingos/Acamp. Pe. Josimo/UHE deTaquaraçu","15/4/2011","3200","280","MST"
"São Paulo","Santo Antônio do Aracanguá","Fazenda São Pedro de Aracanguá","31/1/2011","730","20","MST***"
"São Paulo","Serrana","Fazenda Martinópolis","6/1/2011",,"70","MST"
"São Paulo","Teodoro Sampaio","Gleba Ribeirão Bonito","16/4/2011",,,"MST***"
"São Paulo","Teodoro Sampaio","Fazenda Galpão de Zinco","9/4/2011",,,"MST***"
"São Paulo","Teodoro Sampaio","Fazenda Copacabana","9/4/2011",,,"MST***"
"São Paulo","Teodoro Sampaio","Fazenda São José","9/4/2011","1000",,"MST***"
"São Paulo","Teodoro Sampaio","Fazenda Timburi","9/4/2011",,,"MST***"
"São Paulo","Teodoro Sampaio","Fazenda Lago Azul","9/4/2011",,,"MST***"
"São Paulo","Teodoro Sampaio","Fazenda Pontal Agropecuária","9/4/2011",,,"MST***"
"São Paulo","Teodoro Sampaio","Fazenda Minerva","16/4/2011",,,"MST***"
"São Paulo","Tupã","Fazenda Altamira","17/11/2011",,,"MST***"
"São Paulo","Palmas","Fazenda Santa Rita","17/10/201","4800","200","MST"
"São Paulo","Porto Nacional","Faz. Dom Augusto/Acamp. Sebastião Bezerra","21/4/201","3000","300","Via Campesina"
"Acre","Acrelândia","Fazenda Jéssica","05/09/2012",,"150","CUT"
"Acre","Boca do Acre/Rio Branco","Seringal Praia do Inferno","09/04/2012",,"70","OI"
"Alagoas","Matriz do Camaragibe","Fazenda Cajuá","05/03/2012",,"56","VT*"
"Alagoas","Palmeira dos Índios","T. I.  Xucuru-Kariri/Faz. Canto","18/12/2012","800","40","Índios"
"Alagoas","Paripueira","Engenho São Brás","12/04/2012",,"100","MST"
"Alagoas","Porto Calvo","Faz. São Gonçalo/Carreira Escura","17/07/2012","800","38","VT*"
"Alagoas","Porto Calvo","Fazenda Canaã","17/07/2012","800","25","VT*"
"Alagoas","Porto Calvo","Fazenda Prazeres","17/07/2012","300","25","VT*"
"Alagoas","Porto Calvo","Fazenda Escurial","05/03/2012","120","86","VT*"
"Alagoas","Santana do Mundaú","Fazenda Tocal","20/11/2012",,"85","VT*"
"Alagoas","São Brás","Faz. Carvalinho/Sítio Oitizeiro","15/02/2012",,"40","SI"
"Alagoas","União dos Palmares","Fazenda de Alceu Lima","03/07/2012","116","40","MLST/ MST/MTL"
"Bahia","Alcobaça","Faz. Esperança/Suzano Papel Celulose","01/03/2012","1150","220","MST"
"Bahia","Alcobaça","Faz. Monte Alegre/Suzano Papel Celulose","03/04/2012",,"150","MST"
"Bahia","Aurelino Leal","Fazenda São José","12/04/2012","700","30","Ceta"
"Bahia","Aurelino Leal/Ilhéus","Fazenda Boa Lembrança","01/04/2012",,"80","MST"
"Bahia","Barreiras","Fazenda Santa Fé","11/04/2012",,"200","MST"
"Bahia","Boa Vista do Tupim","Fazenda Santa Fé","07/09/2012","3700","700","MST"
"Bahia","Camacan/Mascote","Fazenda Guanabara","18/12/2012","280","25","Ceta"
"Bahia","Casa Nova","Perímetro Irrigado Nilo Coelho","01/04/2012","2500","350","MST"
"Bahia","Chorrochó","Fazenda Paus Preto","15/04/2012","4000","130","MST"
"Bahia","Eunápolis","Fazenda Monte Sinai","07/01/2012","490","36","Fetag/BA"
"Bahia","Igrapiúna","Fazenda Norla","01/04/2012","625","150","MST"
"Bahia","Ilhéus","Faz. Fé em Deus/Povo Tupinambá","30/06/2012",,"70","Índios"
"Bahia","Ilhéus","Juvêncio/T. I. Caramuru Paraguaçu","17/07/2012",,,"Índios"
"Bahia","Ilhéus","T. I. Caramuru Paraguaçu/Faz. São Sebastião","17/07/2012",,,"Índios"
"Bahia","Ilhéus","T. I. Caramuru Paraguaçu/Gregório Clemente","17/07/2012",,,"Índios"
"Bahia","Ilhéus","T. I. Caramuru Paraguaçu/Região de Santaninha","14/07/2012",,,"Índios"
"Bahia","Ilhéus","T. I. Caramuru Paraguaçu/Moaci","14/07/2012",,,"Índios"
"Bahia","Ilhéus","T. I. Caramuru Paraguaçu/Área perto da AldeiaSantana","14/07/2012",,,"Índios"
"Bahia","Ilhéus","T. I. Caramuru Paraguaçu/Aldeia Potyur","14/07/2012",,,"Índios"
"Bahia","Ilhéus","T. I. Caramuru Paraguaçu/Faz. Pancadinha","22/02/2012",,"25","Índios"
"Bahia","Ilhéus","T. I. Caramuru Paraguaçu/Faz. Mandacaru","22/02/2012",,"25","Índios"
"Bahia","Ilhéus/Una","Faz. Cachoeira/T. I. Caramuru Paraguaçu","01/08/2012","878",,"Índios"
"Bahia","Itaberaba","Fazenda Gameleira","18/04/2012",,"312","MST"
"Bahia","Itaju do Colônia","Faz. Santo Antônio/T. I. Caramuru Paraguaçu","15/04/2012",,"12","Índios"
"Bahia","Itaju do Colônia","Faz. Belo Horizonte/Serrana do Ouro","02/01/2012",,"20","Índios"
"Bahia","Itaju do Colônia","T. I. Caramuru Paraguaçu/Faz. Modelo","01/03/2012",,,"Índios"
"Bahia","Itaju do Colônia","T. I. Caramuru Paraguaçu/Faz. Vitória","13/04/2012",,,"Índios"
"Bahia","Itaju do Colônia","T. I. Caramuru Paraguaçu/Faz. Colônia","13/04/2012",,,"Índios"
"Bahia","Itaju do Colônia/Pau Brasil","T. I. Caramuru Paraguaçu/Faz. MonteAlegre/Campo Alegre","15/04/2012",,,"Índios"
"Bahia","Itaju do Colônia/Pau Brasil","T. I. Caramuru Paraguaçu/Faz. Boa Vista","15/04/2012",,,"Índios"
"Bahia","Itaju do Colônia/Pau Brasil","T. I. Caramuru Paraguaçu/Faz. Oriente","03/03/2012",,,"Índios"
"Bahia","Itaju do Colônia/Pau Brasil","T. I. Caramuru Paraguaçu/Faz. Lucilândia","15/04/2012",,,"Índios"
"Bahia","Itaju do Colônia/Pau Brasil","T. I. Caramuru Paraguaçu/Faz. Indiana","15/04/2012",,,"Índios"
"Bahia","Itaju do Colônia/Pau Brasil","T. I. Caramuru Paraguaçu/Região das Alegrias","22/02/2012",,,"Índios"
"Bahia","Jiquiriçá","Fazenda Rio das Velhas","01/04/2012","2500",,"MST"
"Bahia","Juazeiro","Área do Projeto de Irrigação Salitre/Codevasf/PAC","16/04/2012","3000","300","MST"
"Bahia","Maiquinique","Fazenda Giru","01/04/2012",,"100","MST"
"Bahia","Mata de São João","Fazenda Vargem de Baixo","01/04/2012",,"250","MST"
"Bahia","Morro do Chapéu","Fazenda Queimadas","15/04/2012","1000","100","MST"
"Bahia","Mucuri","Faz. Conceição da Barra/Suzano Papel Celulose","02/04/2012",,"30","MST"
"Bahia","Pau Brasil","T. I. Caramuru Paraguaçu/Faz. Letícia","18/04/2012",,,"Índios"
"Bahia","Pau Brasil","T. I. Caramuru Paraguaçu/Faz. Rancho Alegre","17/04/2012",,,"Índios"
"Bahia","Pau Brasil","T. I. Caramuru Paraguaçu/Faz. Baixa Alegre","17/04/2012",,,"Índios"
"Bahia","Pau Brasil","T. I. Caramuru Paraguaçu/Região de Mundo Novo","23/02/2012",,,"Índios"
"Bahia","Paulo Afonso","Fazenda Santa Maria","15/04/2012","2000","400","MST"
"Bahia","Prado","Fazenda São Domingos","08/04/2012","4000","200","MST"
"Bahia","Prado","Fazenda Santa Lúcia","17/11/2012","54","50","Índios"
"Bahia","Queimadas","Área em Queimadas","16/04/2012",,"150","MST"
"Bahia","Ribeira do Pombal","Fazenda Boca da Mata","05/04/2012","900","100","MST"
"Bahia","Santa Brígida","Fazenda Marruá","05/04/2012","350","50","MST"
"Bahia","Santa Cruz Cabrália","Fazenda Esperança","14/03/2012","170","80","MRC"
"Bahia","Santo Amaro","Fazenda Trindade","07/04/2012",,"350","MST"
"Bahia","Sebastião Laranjeiras","Fazenda Salinas","01/04/2012",,"70","MST"
"Bahia","Teixeira de Freitas","Faz. Céu Azul/Suzano Papel Celulose","02/04/2012","2000","180","MST"
"Bahia","Teolândia","Fazenda Ocobal","01/04/2012",,"60","MST"
"Bahia","Teolândia","Fazenda Santa Rosa","01/04/2012",,"65","MST"
"Bahia","Una","T. I. Caramuru Paraguaçu/Faz. Unacau","16/05/2012",,"20","Índios"
"Ceará","Crateús","Fazenda do Helder Leitão","11/04/2012","3000","200","MST"
"Distrito Federal","Brasília","Faz. Gama/Setor Habitacional Catetinho","22/08/2012","4093","800","MATR/ MST"
"Distrito Federal","Brasília","Área da Terracap/DF-473/DF-001","03/12/2012","175","120","MST"
"Distrito Federal","Planaltina","Fazenda Toca da Raposa","08/03/2012","1200","600","MST"
"Distrito Federal","Sobradinho","Faz. Sávia/Sálvia","27/01/2012","306","70","SI"
"Espírito Santo","Ecoporanga","Antigo Patrimônio do Bagre/Acamp. DerliCasali/Faz. Vista Alegre","26/03/2012","2","80","MST"
"Espírito Santo","Montanha","Fazenda Palmeiras","10/09/2012",,"130","MST"
"Goiás","Caiapônia","Fazenda Querência","02/01/2012",,"23","Fetraf"
"Goiás","Fazenda Nova","Faz. Santa Rita/Água Limpa da Barra","03/03/2012",,"33","Fetraf"
"Goiás","Fazenda Nova/Itapirapuã","Fazenda Bucaina","27/02/2012",,"27","Fetraf"
"Goiás","Fazenda Nova/Jussara","Fazenda Reata","04/03/2012",,"41","Fetraf"
"Goiás","Itajá","Fazenda Centenária","20/02/2012",,,"Terra Livre"
"Goiás","Itajá","Fazenda Centenária","02/04/2012","600","70","Terra Livre"
"Goiás","Lagoa Santa","Fazenda Santa Maria","03/03/2012",,,"Terra Livre"
"Goiás","Lagoa Santa","Fazenda Santa Maria","04/05/2012",,"100","Terra Livre"
"Goiás","Mundo Novo","Faz. Rio Crixás/Gleba 2/Apoena 2/Esperança","12/07/2012",,,"STR"
"Goiás","Mundo Novo","Faz. Rio Crixás/Gleba 2/Apoena 2/Esperança","15/07/2012",,,"STR"
"Goiás","Mundo Novo","Faz. Rio Crixás/Gleba 2/Apoena 2/Esperança","20/07/2012","3447","85","STR"
"Goiás","Quirinópolis","Fazenda Três Nascentes","19/02/2012",,"50","Terra Livre"
"Goiás","Vila Propício","Fazenda Caieiras","21/10/2012","4060","500","MST"
"Maranhão","Bom Jesus das Selvas","Gl. São Paulo/Faz. Rio dos Sonhos","31/01/2012",,,"MST"
"Maranhão","Bom Jesus das Selvas","Gl. São Paulo/Faz. Rio dos Sonhos","25/02/2012","8000","900","MST"
"Maranhão","Parnarama","Pov. Guerreiro/Faz. Cana Brava/Suzano PapelCelulose","30/06/2012","8361","76","OI"
"Maranhão","São Vicente Ferrer","Com. Quilombola de Charco","09/09/2012","1400","30","Quilombolas"
"Mato Grosso","Chapada dos Guimarães","Santa Elvira/Nascente do Monjolo","12/07/2012",,"180","SI"
"Mato Grosso","Chapada dos Guimarães","Acampamento Monjolim","31/05/2012",,"147","OI"
"Mato Grosso","Rosário do Oeste","Gleba Marzagão/Faz. Serra Azul/SantaTerezinha/Esperança","23/05/2012",,"200","Fetagri/MT"
"Mato Grosso do Sul","Bataiporã","Fazenda Boa Esperança","14/04/2012",,"250","MST"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Terra Preta","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Vila Real","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Limoeiro","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Ressaco","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Nova Um","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Esteio","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Santa Márcia I","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Santa Márcia II","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Baía da Bugra","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Corumbá/Porto Murtinho","T. I. Kadiwéu/Faz. Duas Irmãs","06/05/2012",,"12","Índios"
"Mato Grosso do Sul","Dourados","Acamp. Nhu Porã/Campo Bonito/Curral de Arame","28/09/2012",,"80","Índios"
"Mato Grosso do Sul","Paranaíba","Usina Paranaíba","26/02/2012","922","80","Terra Livre"
"Mato Grosso do Sul","Paranhos","T. I. Arroio Korá/Faz. Eliane e Campina","10/08/2012","7176","150","Índios"
"Mato Grosso do Sul","Paranhos","T. I. Protero Guasu/Faz. Jatobá/Ouro Verde/NovaF r o n  te  ir a","03/09/2012",,,"Índios"
"Mato Grosso do Sul","Paranhos","T. I. Protero Guasu/Faz. Jatobá/Ouro Verde/NovaF r o n  te  ir a","13/10/2012","4000","160","Índios"
"Minas Gerais","Campanário/Jampruca","Área diante da Fazenda Santa Helena","16/01/2012","1900","42","MST"
"Minas Gerais","Carmo do Parnaíba","Faz. Palmeiras/Ofir de Castro","01/04/2012","120",,"MST"
"Minas Gerais","Fruta de Leite/Novorizonte","Fazenda Lajinha","29/08/2012",,"150","MST"
"Minas Gerais","Ituiutaba","Faz. Córrego de Jacuba/Arco-Íris","04/03/2012",,"200","MTL"
"Minas Gerais","Olhos D`Água","Fazenda Vargem Grande","30/07/2012",,"150","MST"
"Minas Gerais","Pirapora","Fazenda da Prata","05/08/2012","3800","180","MST"
"Minas Gerais","São João daPonte/Varzelândia/Verdelândia","Brejo dos Crioulos/Araruba/S.Miguel/Aparecida/Venever/Arapuã/Lagoa daVaranda","15/09/2012","17032","512","Quilombolas"
"Minas Gerais","Serra do Salitre","Fazenda Santa Lúcia","01/02/2012","700","71","Sintraf"
"Minas Gerais","Tumiritinga","Fazenda Aracruz","30/07/2012","500","150","MST"
"Minas Gerais","Tumiritinga","Fazenda Miura","30/08/2012",,"600","Via Campesina"
"Minas Gerais","Uberaba","Fazenda Inhumas","17/04/2012","822","80","MST"
"Minas Gerais","Uberaba","Fazenda Olhos d'Água","01/06/2012",,"50","MTTDS"
"Minas Gerais","Uberaba","Fazenda Formosa","15/09/2012",,"90","MLST"
"Pará","Acará/Tomé-Açu","Com. Quil. Alto Acará/Biovale","29/08/2012","4300","650","Quilombolas"
"Pará","Alenquer","Acamp. do Sena/Faz. Nome Não Informado","31/12/2012","900","32","CPT/ Diocese/STR"
"Pará","Marabá","Fazenda Itacaiúnas","01/12/2012","3000","200","Fetagri/PA"
"Pará","Marabá/Novo Repartimento","Fazenda de Damião Campos","08/02/2012",,"10","SI"
"Pará","Parauapebas","Faz. Santo Antônio/Antigo Assent. Carajás II","30/06/2012",,,"STR"
"Pará","Parauapebas","Faz. Santo Antônio/Antigo Assent. Carajás II","15/07/2012","2500","42","STR"
"Pará","Santa Maria das Barreiras","Comp. Forkilha/Assent. Agropec","30/01/2012","40000","45","LCP"
"Pará","Xinguara","Fazenda Juliana/ Escalada do Norte","15/04/2012","7744","60","ATR/ Fetagri/PA/Fetraf"
"Paraíba","Alhandra/Conde/Pitimbu","Destilaria Tabu-Grupo João Santos/Emp.Elizabethy/T. I. Tabajara","26/01/2012","10000","100","Índios"
"Paraíba","Aparecida","Acampamento Verdes","15/04/2012",,"120","MST"
"Paraíba","Aparecida/Sousa","Proj. Irrigação das Várzeas de Sousa/Acamp. NovaVida e Pau d' Arco","15/04/2012","1000","350","MST"
"Paraíba","Caaporã","Fazenda Retirada","04/06/2012",,"60","CPT"
"Paraíba","Marcação","Aldeia Brejinho/T. I. Potiguara","30/04/2012",,,"Índios"
"Paraná","Alvorada do Sul","Faz. Palheta/Atalla","13/02/2012",,"400","SI"
"Paraná","Cândido de Abreu","Área da Indústria Klabin","08/09/2012",,"40","SI"
"Pernambuco","Água Preta","Eng. Barro do Caraçuipe","03/01/2012",,,"MST"
"Pernambuco","Água Preta","Eng. Barro do Caraçuipe","01/02/2012",,"70","MST"
"Pernambuco","Água Preta/Gameleira","Engenho Cachoeira Dantas","01/05/2012","800",,"MST"
"Pernambuco","Água Preta/Joaquim Nabuco","Engenho Brasileirinho","07/01/2012",,,"MST"
"Pernambuco","Água Preta/Joaquim Nabuco","Engenho Brasileirinho","01/02/2012",,"92","MST"
"Pernambuco","Águas Belas","Área no Distrito de Curral Novo","25/05/2012",,"200","STR"
"Pernambuco","Aliança/Goiana","Eng. Foguedo/Us. Cruangi","24/09/2012",,"40","MST"
"Pernambuco","Altinho","Fazenda Serro Azul","28/01/2012",,"60","MST"
"Pernambuco","Bom Conselho","Fazenda Amargoso","16/04/2012",,,"MST"
"Pernambuco",,"Fazenda Amargoso","05/08/2012",,"250","MST"
"Pernambuco","Cabo de Santo Agostinho","Engenho Maçangana","17/04/2012",,"60","MST"
"Pernambuco","Custodia","Fazenda Samambaia","30/07/2012",,"150","CPT"
"Pernambuco","Custodia","Fazenda Umburana","29/07/2012",,"20","CPT"
"Pernambuco","Feira Nova/Lagoa do Carro","Fazenda Soledade","17/04/2012",,"70","MST"
"Pernambuco","Gameleira","Eng. Pereira Grande/Us. Estreliana","08/03/2012",,,"Via Campesina"
"Pernambuco","Gameleira","Eng. Pereira Grande/Us. Estreliana","01/04/2012","1800","60","MST"
"Pernambuco","Gravatá","Fazenda Serra Grande","14/04/2012",,"100","MST"
"Pernambuco","Ibimirim","Fazenda Garrote Bravo","16/04/2012",,"110","MST"
"Pernambuco","Ipubi","Fazenda Cedro II","16/04/2012",,"100","MST"
"Pernambuco","Jataúba","Fazenda Ramada","28/02/2012",,"50","MST"
"Pernambuco","Lagoa Grande","Fazenda Vale Verde","02/07/2012",,"60","MST"
"Pernambuco","Limoeiro/Passira","Fazenda Ameixa","25/07/2012",,"45","MST"
"Pernambuco","Mirandiba","Fazenda São Gonçalo I","25/07/2012",,"80","MST"
"Pernambuco","Mirandiba","Fazenda São Gonçalo II","25/07/2012",,,"MST"
"Pernambuco","Mirandiba","Fazenda Mata Verde","25/07/2012",,,"MST"
"Pernambuco","Mirandiba","Fazenda Boa Esperança","31/08/2012",,"30","MST"
"Pernambuco","Pesqueira","Fazenda Supranor","17/04/2012",,"110","MST"
"Pernambuco","Petrolina","Fazenda Dan","13/05/2012",,,"MST"
"Pernambuco","Petrolina","Fazenda da Empresa Copa Fruit","08/03/2012","489","100","Via Campesina"
"Pernambuco","Petrolina","Área da Empresa Fruit Vita","15/04/2012","1300","400","MST"
"Pernambuco","Petrolina","Fazenda Itapuá","01/05/2012",,,"MST"
"Pernambuco","Pombos","Fazenda Cachoeira","31/10/2012",,"69","MST"
"Pernambuco","São Bento do Una","Fazenda Condado","16/04/2012",,"60","MST"
"Pernambuco","São Joaquim do Monte","Faz. Sta. Maria/Consulta","15/02/2012",,,"MST"
"Pernambuco","São Joaquim do Monte","Faz. Sta. Maria/Consulta","25/07/2012","2045","70","MST"
"Pernambuco","São Lourenço da Mata","Eng. Curupati/Acamp. Maria Paraíba/Us. Bulhões","20/11/2012",,"146","MST"
"Pernambuco","Sertânia","Fazenda Laranjeiras","27/04/2012",,"37","MST"
"Pernambuco","Xexéu","Engenho Amoroso","24/01/2012",,"100","MST"
"Rio de Janeiro","Campos dos Goytacazes","Acamp. Oziel Alves 2/Mergulhão/Cambahyba","02/11/2012","3502","200","MST"
"Rio Grande do Sul","Charqueadas","Faz. Charqueadas/Col. Penal/Assent. 30 de Maio","26/03/2012","1200","20","MST"
"Rio Grande do Sul","Eldorado do Sul","Área da Fepagro","26/03/2012","480","7","MST"
"Rio Grande do Sul","Lagoa Vermelha/Sananduva","Faz. Três Pinheiros/Granja Três Pinheiros","06/08/2012","1500","80","MST"
"Rio Grande do Sul","Sananduva","Fazenda Bela Vista","06/08/2012","500","20","MST"
"Rio Grande do Sul","Santa Margarida do Sul","Fazenda Santa Verônica","16/04/2012","950","150","MST"
"Rio Grande do Sul","Sarandi","Área do Lanagro","16/04/2012",,"60","MST"
"Rio Grande do Sul","Taquari","Antiga Área da Febem","26/03/2012",,"16","MST"
"Rondônia","Chupinguaia","Faz. Dois Pinguins/Caramello","19/02/2012",,"40","STR"
"Rondônia","Porto Velho","Faz. Mutum/Luiz da Dippar/ESBR","13/06/2012",,"27","STR"
"Rondônia","Porto Velho","Gleba Rio das Garças","10/01/2012",,"101","ATR"
"Rondônia","Porto Velho","Fazenda Morro Vermelho","17/01/2012",,"100","STR"
"Rondônia","Porto Velho","Fazenda Morro Vermelho","15/11/2012","4000","30","MST"
"Rondônia","Rolim de Moura","Distrito Kappa","31/01/2012",,"32","STR"
"Rondônia","Theobroma","Faz. do Nena da Nova Vida/Seringal RioBranco/Linha C-45","26/10/2012",,"50","MCR"
"Rondônia","Theobroma","Acamp. Bom Futuro/Linha C-38/Km 35","15/10/2012",,"280","OI"
