,"municipios","Property Name Occupied","Data","Area","Families","Organization"
"Alagoas","União dos Palmares","Fazenda Caípe","14/03/2009","700",,"LCP"
"Amazonas","Boca do Acre","Fazenda Três Marias","08/06/2009",,"200","SI"
"Bahia","Barra","Comunidade Quilombola Torrinha","28/09/2009",,"32","Quilombolas"
"Bahia","Barra","Fazenda Morro de Cima","30/04/2009",,"30","SI"
"Bahia","Buerarema/Ilhéus/Una","Faz. Santa Rosa/T. I. Tupinambá Olivença","25/05/2009","47376","80","Índios"
"Bahia","Camamu","Fazenda Culturosa/Cultrosa","15/04/2009","2500","400","MST"
"Bahia","Eunápolis","Faz. Putumuju/Barrinha/Veracel Celulose","08/04/2009","4700","800","MST"
"Bahia","Eunápolis","Faz. Queimadinha/Veracel Celulose","02/07/2009","1900","400","MLT"
"Bahia","Feira de Santana","Estação Experimental EBDA/Faz. Cruzeiro do Mocó","16/05/2009","1400","300","MST"
"Bahia","Itamaraju","Fazenda Nova Esperança","15/12/2009","660","300","MST"
"Bahia","Juazeiro","Fazenda Mariad I","09/02/2009","203","300","STR"
"Bahia","Mucuri","Fazenda Vale da Esperança","01/03/2009",,"100","MST"
"Bahia","Olivença","Fazenda Hafner","16/11/2009",,"30","Índios"
"Bahia","Ribeira do Amparo","Área em Ribeira do Amparo","16/04/2009",,"80","MST"
"Bahia","Ruy Barbosa","Fazenda Casa Nova","26/03/2009","2613","80","Ceta"
"Ceará","Aurora","Fazenda Gerimum","29/06/2009","600","20","MST"
"Ceará","Caucaia","Fazenda Caruru","17/07/2009",,"80","MST"
"Ceará","Irauçuba","Fazenda Buqueirão","19/05/2009","4000","30","MST"
"Ceará","Irauçuba","Fazenda São Pedro","14/04/2009","44000","150","MST"
"Ceará","Palhano","Fazenda Marmudiê","19/10/2009","1000","30","MST"
"Ceará","Russas","Fazenda Riacho Melancia","19/10/2009","1116","40","MST"
"Ceará","Uruburetama","Área em Uruburetama","05/07/2009",,"150","SI"
"Distrito Federal","Planaltina","Faz. Engenho/Sítio Taquara","15/04/2009",,"300","MST"
"Distrito Federal","Planaltina","Fazenda Lagoa Bonita Congado","18/04/2009","1200","350","MST"
"Distrito Federal","Sobradinho","Faz. Sávia/Sálvia","11/12/2009","10500",,"MTD"
"Goiás","Caldas Novas","Fazenda Bom Sucesso","07/03/2009","300","80","SI"
"Goiás","Faina","Fazenda São Félix","21/11/2009","2500","70","Terra Livre"
"Goiás","Goiás","Fazenda São Felipe Vereda Bonita","29/11/2009",,"80","Terra Livre"
"Goiás","Goiás","Fazenda Guarany","22/03/2009",,"80","Terra Livre"
"Goiás","Itajá","Faz. Sta. Helena/Bálsamo/Córrego das Almas","22/11/2009","600","80","Terra Livre"
"Goiás","Itarumã","Fazenda Bela Vista","02/09/2009",,"100","Terra Livre"
"Maranhão","Balsas","Gleba Bebedouro/Jd. Iracema/Data Bacaba","30/06/2009","240","500","SI"
"Maranhão","Bom Jardim","Fazenda Pôr-do-Sol","26/07/2009",,,"MST"
"Maranhão","Bom Jardim","Fazenda Pôr-do-Sol","04/08/2009","1100","100","MST"
"Maranhão","Palmeirândia","Povoados Cruzeiro e Triângulo","01/06/2009",,"212","SI"
"Maranhão","Peritoró","Faz. Boa Esperança/Modelo","14/05/2009","2500","117","STR"
"Maranhão","São Mateus do Maranhão","Pov. Pai Mané/Retiro Velho/Barrocão e Simão/Faz.Ouro Azul","25/09/2009","5000","30","STR"
"Mato Grosso","Diamantino/Nova Marilândia/NovaMaringá","T.I. Estação Paresi/Ponte de Pedra/Faz. São Jorge","13/01/2009","3620","16","Índios"
"Mato Grosso","Nova Guarita/Peixoto de Azevedo","Gleba do Gama/P. A. Renascer","19/06/2009","16000","50","CPT"
"Mato Grosso","Novo Mundo","Gleba Nhandu/P.A. Orestes/Balsa Teles Pires","30/06/2009","38000","120","SI"
"Mato Grosso do Sul","Amambaí","Fazenda Piquenique","01/11/2009","398","80","CUT/ FAF"
"Mato Grosso do Sul","Amambaí/Coronel Sapucaia","Faz. Madama/Kurussu Ambá/Acamp. às margensda MS-289","25/11/2009","2181","50","Índios"
"Mato Grosso do Sul","Miranda","Fazenda Petrópolis","21/10/2009",,"30","Índios"
"Mato Grosso do Sul","Paranhos","Fazenda São Luiz/Triunfo","29/10/2009",,"18","Índios"
"Mato Grosso do Sul","Ponta Porã/Sidrolândia","Fazenda Cambará","19/10/2009",,"33","Índios"
"Mato Grosso do Sul","Sidrolândia","Fazenda 3R","18/10/2009",,"33","Índios"
"Mato Grosso do Sul","Sidrolândia","Fazenda Querência São José","18/10/2009",,"33","Índios"
"Minas Gerais","Belo Horizonte","Área em Belo Horizonte","09/04/2009",,"93","MST"
"Minas Gerais","Campo do Meio","Faz. Ariadnópolis/ Acamp. Ir. Dorothy/Vitória daConquista","31/08/2009","6000","31","MST"
"Minas Gerais","Governador Valadares","Área em Governador Valadares","02/01/2009",,"100","MST"
"Minas Gerais","Ituiutaba","Fazenda Nossa Senhora Aparecida","09/07/2009",,,"SI"
"Minas Gerais","Mathias Lobato","Fazenda Bom Jardim","12/10/2009","966","80","MST"
"Minas Gerais","Matias Cardoso","Com. Quil. da Lapinha/Faz. Lagoa da Lapinha","03/10/2009","5713","72","Quilombolas"
"Minas Gerais","Patrocínio","Fazenda Cachoeira","03/01/2009",,"48","MST"
"Minas Gerais","Pequi","Área em Pequi","28/03/2009",,"10","MST"
"Minas Gerais","Prata/Uberlândia","Fazenda Rio das Pedras","07/09/2009","2500","110","MLST"
"Minas Gerais","Riacho dos Machados","Fazenda Lagoa Nova","09/08/2009",,"7","LCPNM"
"Minas Gerais","Rio Pardo de Minas","Com. Geraizeira de Raiz/Passagem Larga/Replasa","03/12/2009",,"40","Via Campesina"
"Minas Gerais","Rio Pardo de Minas","Fazenda Capão Muniz","28/02/2009",,"40","OI"
"Minas Gerais","Rio Pardo de Minas","Com. Geraizeira de Raiz/Riachinho/Replasa","08/12/2009",,"120","Via Campesina"
"Minas Gerais","São João daPonte/Varzelândia/Verdelândia","Brejo dos Crioulos/Araruba/S.Miguel/Aparecida/Venever","04/07/2009",,,"MST/Quilombolas"
"Minas Gerais","São João daPonte/Varzelândia/Verdelândia","Brejo dos Crioulos/Araruba/S.Miguel/Aparecida/Venever","02/09/2009","20000","150","MST/Quilombolas"
"Minas Gerais","Uberaba","Fazenda Inhumas","06/01/2009",,"66","MST"
"Minas Gerais","Uberlândia","Fazenda Santiago","14/12/2009",,"110","MLST"
"Minas Gerais","Verdelândia","Faz. Caxambu/Com. Quil. Brejo dos Crioulos","30/08/2009",,"55","Quilombolas"
"Pará","Acará/Tomé-Açu","Assent. Benedito Alves Bandeira","28/07/2009",,"30","SI"
"Pará","Bom Jesus do Tocantins","Fazenda Gaúcha","13/04/2009",,"380","Fetagri/PA"
"Pará","Breu Branco","Assentamento Alcobaça","31/12/2009",,"90","Fetagri"
"Pará","Breu Branco","Fazenda Alcoraça","19/02/2009",,"90","Fetagri"
"Pará",,"Faz. Nazaré de Patos","09/03/2009",,"61","SI"
"Pará","Castanhal","Sítio Hashiguchi","24/04/200",,"30","MST"
"Pará","Curionópolis/Marabá","Faz. Baixo da Égua/ Caroço do Olho/ Agrop. Sta.Bárbara","01/01/200",,,"MST"
"Pará","Dom Eliseu","Faz. Pau Ferro/Comp. da Faz. Capaz","15/09/200","7500","150","Fetraf/ STR"
"Pará","Eldorado dos Carajás","Fazenda Fortaleza/ Agrop. Sta. Bárbara","31/01/200",,"120","Fetraf"
"Pará","Goianésia do Pará","Fazenda Palmeiras","30/09/200",,"180","Fetagri"
"Pará","Goianésia do Pará/Rondon do Pará","Faz. Paraíso/Acamp. Campos Dourados","31/12/200","3630","100","Fetagri"
"Pará","Itupiranga","Faz. Mineira/Gleba Cajazeira","31/12/200","2800","60","SI"
"Pará","Itupiranga","Fazenda Rio Grande","31/12/200",,"50","Fetagri"
"Pará","Marabá","Faz. Barreira Branca","10/03/200","4087","150","Fetagri"
"Pará","Marabá","Fazenda Itacaiúnas","31/12/200","3000","250","Fetagri"
"Pará","Marabá","Faz. Boa Sorte/Boa Vista/Estrela Dalva","11/05/200","2900","80","Fetagri/PA"
"Pará","Marabá","Faz. Sta. Rosa/Cedro/Plutão/Agrop. Sta. Bárbara","10/02/200",,"100","Fetraf"
"Pará","Marabá","Faz. Sta. Rosa/Cedro/Plutão/Agrop. Sta. Bárbara","01/03/200",,"240","MST"
"Pará","Marabá","Faz. Sta. Rosa/Cedro/Plutão/Agrop. Sta. Bárbara","15/07/200",,,"Asparmab"
"Pará","Marabá","Faz. Sta. Rosa/Cedro/Plutão/Agrop. Sta. Bárbara","29/07/200","11835","40","Asparmab"
"Pará","Marabá","Fazenda Boi Branco","31/12/200",,"400","Fetagri"
"Pará","Marabá","Faz. Rio Pardo/ Agrop. Sta. Bárbara","28/02/200",,,"MST"
"Pará","Marabá","Faz. Asa/ Acamp. Bandeira Branca","31/12/200",,"80","Fetagri"
"Pará","Marabá/São Geraldo do Araguaia","Fazenda Cajueiro","31/12/200",,"15","Fetraf"
"Pará","Ourilândia do Norte","Fazenda Mil e Duzentos","15/04/200","3000","270","Fetagri/PA"
"Pará","Pacajá","Fazenda Triângulo Mineiro","01/01/200",,"8","SI"
"Pará","Palestina do Pará","Fazenda Índia Sul","31/12/200",,"50","Fetagri"
"Pará","Piçarra","Faz. Castanhais/ Acamp. Alto Bonito/ Agrop. Sta.Bárbara","22/07/200","9000","250","Fetagri"
"Pará","Rondon do Pará","Faz. de João Batista Motta","21/03/200",,,"Fetraf"
"Pará","Rondon do Pará","Faz. de João Batista Motta","30/04/200",,,"Fetraf"
"Pará","Rondon do Pará","Fazenda Larissa","31/12/200",,"150","Fetraf"
"Pará","Rondon do Pará","Fazenda Estrela Dalva/ Maravilha","31/12/200",,"200","Fetagri"
"Pará","Santa Maria das Barreiras","Fazenda Jaú","31/12/200",,"500","Fetagri"
"Pará","Santa Maria das Barreiras","Faz. Colônia Verde Brasileira","31/12/200",,"50","SI"
"Pará","São Félix do Xingu","Faz. Terra Roxa/Faz. São Félix/São Miguel","20/07/200","11900","72","AST*"
"Pará","Sapucaia/Xinguara","Faz. Porto Rico/ Agrop. Sta. Bárbara","20/02/200",,"300","Fetraf"
"Pará","Tucumã","Fazenda Panelão","31/01/200",,"44","SI"
"Pará","Xinguara","Faz. Espírito Santo/Agrop. Sta. Bárbara","20/01/200",,"40","SS"
"Pará","Xinguara","Faz. Espírito Santo/Agrop. Sta. Bárbara","28/02/200",,,"Fetraf"
"Pará","Xinguara","Faz. Espírito Santo/Agrop. Sta. Bárbara","28/02/200",,"200","MST"
"Pará","Xinguara","Faz. Espírito Santo/Agrop. Sta. Bárbara","25/03/200",,"40","Fetagri"
"Pará","Xinguara","Faz. Espírito Santo/Agrop. Sta. Bárbara","09/05/200",,"200","Fetagri/ Fetraf"
"Pará","Xinguara","Acampamento no Km 70 da PA-150","31/12/200",,"90","Fetagri"
"Paraíba","Itabaiana","Faz. Cajá/Acamp. União","06/06/200",,"30","CPT"
"Paraíba","Itabaiana/Pilar","Faz. Bela Vista/Acamp. Pau Brasil","17/04/200","300","200","MST"
"Paraíba","Itatuba","Fazenda Mascadi/Barragem Acauã","04/05/200",,"100","MAB"
"Paraná","Alvorada do Sul","Faz. Itaverá/Grupo Atalla/Us. Central do Paraná S.A","15/06/200",,,"Contag"
"Paraná","Alvorada do Sul","Faz. Itaverá/Grupo Atalla/Us. Central do Paraná S.A","21/09/200","1000","70","Contag/ MST"
"Paraná","Alvorada do Sul","Fazenda Palheta/Atalla","12/01/200",,,"Contag"
"Paraná","Alvorada do Sul","Fazenda Palheta/Atalla","05/02/200",,"50","Contag"
"Paraná","Cascavel","Fazenda Castelo/Complexo Cajati","01/05/200","1416","500","MST"
"Paraná","Diamante do Norte","Fazenda Macuco","03/10/200","4000","25","MAST"
"Paraná","Diamante do Norte","Fazenda Rey","03/10/200",,"25","MAST"
"Paraná","Faxinal","Fazenda São João","25/10/200",,"13","Contag"
"Paraná","Guarapuava","Faz. da GVA/Acamp. Nova União","17/01/200","1210","100","MST"
"Paraná","Londrina","Fazenda Guairacá","24/02/200","5800","90","MST"
"Paraná","Londrina","Fazenda Pininga","24/02/200","1400","100","MST"
"Paraná","Londrina/Tamarana","T.I. Apucarana/Povo Kaingang","04/07/200",,"200","Índios"
"Paraná","Marilândia do Sul","Fazenda Antartica","29/10/200",,"150","Contag"
"Paraná","Marmeleiro","Fazenda Araçá","28/01/200","380","10","MST"
"Paraná","Paranapoema","Faz. Santo Antônio/Campo Santo","10/08/200","800","130","MST"
"Paraná","Perobal","Fazenda Timburi","02/02/200","205","30","SI"
"Paraná","Perobal","Fazenda Três Rios","02/03/200","150","150","SI"
"Paraná","Porecatu","Fazenda Porta do Céu/Atalla","23/02/200","2800","70","MST"
"Paraná",,"Faz. Santa Terezinha","19/01/200",,"10","MAST"
"Paraná","Tamarana","Fazenda Tamarana","19/01/2009",,"50","MST"
"Paraná","Tijucas do Sul","Pinhal dos Borges/ Abarracamento/ Araçatuba","20/06/2009",,"36","OI"
"Pernambuco","Água Preta/Gameleira","Engenho Cachoeira Dantas","17/04/2009","800","150","MST"
"Pernambuco","Amaraji","Engenho Retalhos","17/04/2009",,"70","MST"
"Pernambuco","Barreiros","Engenho São Pedro","17/04/2009",,"200","MST"
"Pernambuco","Barreiros/São José da CoroaGrande","Eng. Manguinhos/Us. Central Barreiros","11/03/2009","1800","100","MST"
"Pernambuco","Buíque","Fazenda Grande","30/03/2009",,"20","MST"
"Pernambuco","Inajá","Fazenda Pernambuco","13/04/2009",,"100","MST"
"Pernambuco","Ipubi","Fazenda Cedro","17/04/2009",,"150","MST"
"Pernambuco","Jataúba","Fazenda Balame","16/04/2009","12500","300","MST"
"Pernambuco","Passira","Faz. Santo Antônio","18/04/2009",,"80","MST"
"Pernambuco","Petrolina","Fazenda dos Altinhos","18/04/2009",,"220","MST"
"Pernambuco","São Caitano","Fazenda Papagaio","09/07/2009","753","40","MST"
"Pernambuco","São Joaquim do Monte","Fazenda Camaragibe","06/10/2009","2000","150","MST"
"Pernambuco","São Joaquim do Monte","Faz. Jabuticaba/4 Irmãos","10/07/2009",,"80","MST"
"Pernambuco","São Lourenço da Mata","Eng. General/Us. Tiúma/Votorantim","13/04/2009",,"100","MST"
"Pernambuco","São Lourenço da Mata","Faz. Cajueiro São João/Assent. Chico Mendes 3","23/10/2009","144","20","MST"
"Pernambuco","Sertânia","Fazenda Cachoeira dos Guilhermes","09/05/2009","900","32","CPT"
"Pernambuco","Sertânia","Faz. Saquinho de Cima/Pantaleão I","08/03/2009",,"20","CPT"
"Pernambuco","Vitória de Santo Antão","Faz. Santa Cristina/Cristina","15/04/2009","1200","100","MST"
"Rio de Janeiro","Paracambi","Fazenda Rio Novo","16/08/2009","700","150","MST"
"Rio de Janeiro","Piraí","Fazenda Pau d' Alho","10/10/2009",,"150","MST"
"Rio Grande do Norte","Assu","Faz. Boa Sorte/Empréstimo/Frunorte","21/07/2009",,"70","CPT"
"Rio Grande do Norte","Touros","Faz. Jafi/GH Empreendimentos","25/07/2009",,"100","MST"
"Rio Grande do Sul","Aceguá","Fazenda Aroeira","09/03/2009",,"125","Via Campesina"
"Rio Grande do Sul","Canguçu","Fazenda São João da Armada","15/04/2009",,,"MST"
"Rio Grande do Sul","Canguçu","Fazenda São João da Armada","17/04/2009","1130","200","MST"
"Rio Grande do Sul","Jaguarão","Faz. de Pedro Luiz Duarte da Silva","04/03/2009",,"19","MST"
"Rio Grande do Sul","São Gabriel","Complexo Antoniazzi","09/09/2009","7000","350","MST"
"Rio Grande do Sul","São Gabriel","Complexo Southal","12/08/2009","9200","150","MST"
"Rio Grande do Sul","São Luis Gonzaga","Faz. próx. da RS-168/Acamp. Ir. Dorothy","15/04/2009","608","82","MST"
"Rondônia","Cujubim","Burareiro/Linha C - 100/Lote 03/Acamp. JoãoBatista","31/01/2009",,"30","LCP"
"Roraima","Bonfim","Fazenda Autarraia","10/04/2009","5000","70","MST"
"Santa Catarina","Água Doce","Área em Água Doce","30/08/2009","400","40","MST"
"Santa Catarina","São José do Cerrito","Fazenda Linda Vista","13/07/2009","950","300","MST"
"Santa Catarina","Taió","Fazenda Mato Queimado/Piazera","31/08/2009","935","32","MST"
"São Paulo","Agudos","Faz. Nossa Sra. Aparecida/Geada","06/04/2009",,"120","MST"
"São Paulo","Agudos","Fazenda Macaé","05/10/2009",,"50","MST"
"São Paulo","Americana","Faz. Salto Grande/Saltinho/Acamp. Milton Santos","12/12/2009",,"200","MST"
"São Paulo","Andradina","Fazenda Timboré","25/09/2009","943","24","MST"
"São Paulo","Andradina","Fazenda Não Identificada I","28/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR"
"São Paulo","Andradina","Fazenda Não Identificada II","28/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR"
"São Paulo",,"Fazenda Santa Cecília","17/09/2009","1680","1000","MST"
"São Paulo","Bauru/Pederneiras","Horto Florestal Aymorés/Acamp. Terra Nossa/ P.A.Aymorés/ Sítio Santa Marina","09/08/2009",,,"CUT"
"São Paulo","Bauru/Pederneiras","Horto Florestal Aymorés/Acamp. Terra Nossa/ P.A.Aymorés/ Sítio Santa Marina","21/08/2009","5262","25","CUT"
"São Paulo","Borebi/Iaras","Faz. Capim/Santo Henrique/NúcleoMonções/Cutrale","28/09/2009","2700","250","MST"
"São Paulo","Buri/Itapetininga","Fazenda da Empresa Duratex","24/05/2009",,"30","MST"
"São Paulo","Caiuá","Fazenda Andorinha","28/02/2009",,"80","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Caiuá","Fazenda Três Sinos","28/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Caiuá","Fazenda Campina/Campinas","27/06/2009",,"60","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Dracena","Fazenda Santo Antônio","27/06/2009",,"80","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Dracena","Fazenda Santo Antônio","03/10/2009","968",,"MST***"
"São Paulo","Dracena","Fazenda das Cobras/Cobra","23/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Dracena","Fazenda das Cobras/Cobra","27/06/2009","550","60","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Dracena","Fazenda Maria Elisa","27/06/2009",,"85","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Dracena","Fazenda Vista Alegre","22/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Dracena","Fazenda Vista Alegre","27/06/2009",,"80","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Emilianópolis","Fazenda Boa Vista","22/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Euclides da Cunha Paulista","Fazenda Iaras I","22/02/2009","871","65","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Flora Rica","Fazenda Santa Lourdes","22/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Gália","Fazenda Natal","10/07/2009",,"100","MST"
"São Paulo","Iacri","Fazenda Santa Rosa","27/12/2009",,"12","MST***"
"São Paulo","Iaras","Fazenda Ponte Alta","18/09/2009","1600","60","MST"
"São Paulo","Iepê","Fazenda Santa Lúcia/Grupo Atala","17/04/2009",,"160","MST"
"São Paulo","Iepê","Fazenda Nossa Sra. Aparecida","28/02/2009",,,"MST***"
"São Paulo","Iepê/Rancharia","Fazenda Esperança","23/02/2009",,"85","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Itapetininga","Faz. Agrícola da Escola Técnica Professor EdsonG a  lv ã o","29/09/2009","198","30","MST"
"São Paulo","Itapetininga","Área da Sec. de Agricultura/Peco/Acamp. Paz naTerra/ P.A. Capão Alto","28/10/2009","528","12","MST"
"São Paulo","Itapetininga","Fazenda Boa Vista","06/10/2009",,"42","MST"
"São Paulo","Itaporanga","Fazenda dos Monges Cistercienses","28/02/2009","1161","17","Índios"
"São Paulo","Itararé","Fazenda Ibiti","16/04/2009","9000","150","MST"
"São Paulo","Junqueirópolis","Fazenda Nossa Senhora de Lurdes","28/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Junqueirópolis","Fazenda Nossa Senhora de Lurdes","27/06/2009",,"90","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Junqueirópolis","Fazenda Nossa Sra. de Fátima","28/02/2009",,"60","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Limeira","Área do Horto Florestal de Limeira","03/08/2009","2000","100","MST"
"São Paulo","Marabá Paulista","Fazenda São José","11/04/2009","1200","120","MST"
"São Paulo","Martinópolis","Fazenda Santo André","21/02/2009","7000","70","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Martinópolis","Fazenda Tânia","24/06/2009",,"60","MST"
"São Paulo","Martinópolis","Fazenda Tânia","27/06/2009",,"100","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Martinópolis","Fazenda Aliança","28/02/2009",,"90","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Martinópolis","Fazenda Brasilândia","22/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Martinópolis","Fazenda Santa Amélia","22/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Mirante do Paranapanema","Fazenda Santa Isabel II","27/06/2009",,"150","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Mirante do Paranapanema","Faz. Inhancá Velha/Morumbi","23/02/2009","2000","60","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Mirante do Paranapanema","Fazenda Dumontina","22/02/2009",,"50","MST***"
"São Paulo","Mogi-Guaçu","Área do Governo Estadual","16/12/2009",,"350","MST"
"São Paulo","Nantes","Fazenda Santa Terezinha","17/04/2009",,"300","MST"
"São Paulo","Panorama","Fazenda Bom Retiro","28/02/2009","1780",,"MST***/ MTST"
"São Paulo","Paraguaçu Paulista","Fazenda Balneário","01/03/2009",,"14","MST***"
"São Paulo","Paraguaçu Paulista","Fazenda Santa Lúcia","28/02/2009",,"70","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Piquerobi","Área em Piquerobi","22/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Pirajuí","Faz. Santa Rita/Grupo Atala","06/05/2009",,"200","MST"
"São Paulo","Pirapozinho/Presidente Bernardes","Fazenda São Luiz","21/02/2009",,"80","MST"
"São Paulo","Pirapozinho/Presidente Bernardes","Fazenda São Luiz","27/06/2009","960","60","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Alves","Faz. Santa Maria/Grupo Atala","01/05/2009",,"600","MST"
"São Paulo","Presidente Bernardes","Fazenda Guarani/Guaranizinho","22/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Bernardes","Fazenda Guarani/Guaranizinho","27/06/2009","677","65","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Bernardes","Fazenda Benfica","22/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Epitácio","Fazenda Alvorada","27/06/2009",,"30","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Epitácio","Fazenda Santo Antônio","21/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Epitácio","Fazenda Santo Antônio","27/06/2009",,"60","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo",,"Fazenda Santa Maria","23/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Epitácio","Fazenda Estância São Pedro","27/06/2009",,"80","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Venceslau","Fazenda Coqueiro","23/02/2009",,"50","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Venceslau","Fazenda Conquista","21/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Presidente Venceslau","Fazenda Santo Antônio","28/02/2009",,,"MST***"
"São Paulo","Promissão","Fazenda da Família Junqueira","06/06/2009",,"200","MST"
"São Paulo","Rancharia","Fazenda Santa Maria","27/06/2009",,"150","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Rancharia","Chácara Águas de Rancharia","22/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Rancharia","Fazenda Banco da Terra","28/02/2009",,,"MST***"
"São Paulo","Santo Anastácio","Fazenda Estância Brasília","28/02/2009","585","70","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Santo Anastácio","Sítio Sônia","23/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Serrana","Fazenda Martinópolis","01/05/2009",,,"MST"
"São Paulo","Serrana","Fazenda Martinópolis","10/06/2009",,"50","MST"
"São Paulo","Taubaté","Faz. Guassahy/Guaçaí","17/04/2009",,,"MST"
"São Paulo","Taubaté","Faz. Guassahy/Guaçaí","11/06/2009","300","250","MST"
"São Paulo","Taubaté","Área da Prefeitura","16/06/2009",,"50","MST"
"São Paulo","Teodoro Sampaio","Fazenda Beira Rio","28/02/2009",,,"CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Teodoro Sampaio","Fazenda Beira Rio","27/06/2009",,"60","CUT/ MAST/MLST/ MST***/MTST/ SER/Sintraf/ STR/Uniterra"
"São Paulo","Valinhos","Fazenda Eldorado","14/06/2009","240","150","MST"
"São Paulo","Vista Alegre do Alto","Fazenda Santo Antônio","27/06/2009",,"20","MST***"
"Sergipe","Gararu","Fazenda Algodão","16/04/2009",,"30","MST"
"Sergipe","Santo Amaro das Brotas","Fazenda Nossa Senhora das Graças","16/04/2009",,"35","MST"
"Tocantins","Cachoeirinha","Faz. Baixa Funda/ Aldeinha","28/04/2009",,"40","MST"
"Tocantins","Campos Lindos","Serra do Centro/Faz. Coqueiro","30/10/2009",,"1","OI"
"Tocantins","Filadélfia","Acamp. Bom Jesus/Faz. Saco da Serra","19/04/2009","1077","40","STR"
