Municípios,Nome do Lugar,Data,Famílias,Tipo do Conflito,Situação do Conflito,,
Pindaí,"Com. Novo Horizonte/Projeto Pedra deFerro/Bamin",03/06/2017,30,Apropriação Particular,"Diminuição doacesso à Água",,
Pindaí,"Com. Brejo/Projeto Pedra deFerro/Bamin",03/11/2017,30,Apropriação Particular,"Diminuição doacesso à Água",,
Salvador,"Território Quil. da Ilha de Maré/Portode Aratu/Petrobras/PAC",14/02/2017,3000,Uso e preservação,"Diminuição doacesso à Água",,
Tremedal,Comunidade Vereda,20/07/2017,100,Uso e preservação,"Destruição e oupoluição",,
Wagner,Assentamento São Sebastião,01/09/2017,92,Apropriação Particular,"Diminuição doacesso à Água",,
Wagner,P. A. Lagoa Nova,01/09/2017,42,Apropriação Particular,"Diminuição doacesso à Água",,
Wagner,Comunidade Retiro,01/09/2017,29,Apropriação Particular,"Diminuição doacesso à Água",,
Wagner,Comunidade Pau Ferro,01/09/2017,10,Apropriação Particular,"Diminuição doacesso à Água",,
Wagner,P. A.  Rio Bonito,01/09/2017,43,Apropriação Particular,"Diminuição doacesso à Água",,
Wagner,Comunidade Canta Galo,01/09/2017,10,Apropriação Particular,"Diminuição doacesso à Água",,
Wagner,Comunidade Chamego,01/09/2017,15,Apropriação Particular,"Diminuição doacesso à Água",,
Wagner,Comunidade Pé de Serra,01/09/2017,30,Apropriação Particular,"Diminuição doacesso à Água",,
Wagner,Comunidade Cachoeirinha,01/09/2017,140,Apropriação Particular,"Diminuição doacesso à Água",,
Subtotal:,56,,10767,,,,
Espírito Santo,,,,,,,
Aracruz,"T. I. Comboios/MineradoraSamarco-Vale-BHP Billiton",18/01/2017,,Barragens e Açudes,"Diminuição doacesso à Água",,
Municípios,Nome do Lugar,Data,Famílias,Tipo do Conflito,Situação do Conflito,,
Aracruz,"Ald. Córrego d' Ouro/Olho d'Água/Tupinikim/GuaraniM'Bia/Mineradora Samarco-Vale-BHPBilliton",18/01/2017,905,Barragens e Açudes,"Destruição e oupoluição",,
Baixo Guandu,"Com. RibeirinhaMascarenhas/MineradoraSamarco-Vale-BHP Billiton",31/07/2017,300,Barragens e Açudes,"Destruição e oupoluição",,
Baixo Guandu,"Ilha das Orquídeas/RioDoce/Mineradora Samarco-Vale-BHPBilliton",31/07/2017,1,Barragens e Açudes,"Destruição e oupoluição",,
Colatina,"Várias Com. Ribeirinhas do RioDoce/Mineradora Samarco-Vale-BHPBilliton",26/06/2017,116,Uso e preservação,"Destruição e oupoluição",,
Conceição da Barra,"Com. Quilombola de Angelim II/Sapêdo Norte/Aracruz",27/10/2017,37,Uso e preservação,"Diminuição doacesso à Água",,
Linhares,"Barra do Riacho/Barra doSahy/Mineradora Samarco/SuperportoManabi",31/07/2017,120,Barragens e Açudes,"Destruição e oupoluição",,
Linhares,"Com. de Regência/MineradoraSamarco-Vale-BHP Billiton",26/06/2017,60,Barragens e Açudes,"Destruição e oupoluição",,
Linhares,"Balneário de Povoação/MineradoraSamarco-Vale-BHP Billiton",26/06/2017,155,Barragens e Açudes,"Diminuição doacesso à Água",,
Linhares,"Com. Degredo/MineradoraSamarco-Vale-BHP Billiton",31/07/2017,175,Barragens e Açudes,"Destruição e oupoluição",,
Linhares,"Pontal do Ipiranga/MineradoraSamarco-Vale-BHP Billiton",31/07/2017,220,Barragens e Açudes,"Destruição e oupoluição",,
Linhares,"Lagoa Monsarás/MineradoraSamarco-Vale-BHP Billiton",31/07/2017,190,Barragens e Açudes,"Destruição e oupoluição",,
São Mateus,"Campo Grande/Barra Nova/MineradoraSamarco-Vale-BHP Billiton",15/03/2017,,Barragens e Açudes,"Destruição e oupoluição",,
São Mateus,"Com. Nativo de BarraNova/Mineradora Samarco-Vale-BHPBilliton",03/07/2017,27,Uso e preservação,"Destruição e oupoluição",,
São Mateus,Com. Ferrugem/Mineradora Samarco,26/06/2017,105,Uso e preservação,"Destruição e oupoluição",,
São Mateus,"Com. Gameleira/MineradoraSamarco-Vale-BHP Billiton",26/06/2017,75,Uso e preservação,"Destruição e oupoluição",,
São Mateus,"Com. São Miguel/MineradoraSamarco-Vale-BHP Billiton",26/06/2017,11,Uso e preservação,"Destruição e oupoluição",,
São Mateus,"Faz. Ponta/MineradoraSamarco-Vale-BHP Billiton",26/06/2017,27,Uso e preservação,"Destruição e oupoluição",,
São Mateus/ Linhares,"Com. das Praias de Barra Seca eUrussuquara/Transpetro/Petrobras/Mineradora Samarco-Vale-BHP Billiton",31/07/2017,375,Barragens e Açudes,"Destruição e oupoluição",,
Subtotal:,19,,2899,,,,
Goiás,,,,,,,
Planaltina,"Faz. Itauna/Empresa Igarashi/CórregoLapinha",05/12/2017,50,Uso e preservação,"Diminuição doacesso à Água",,
Subtotal:,1,,50,,,,
Mato Grosso,,,,,,,
Chapada dos Guimarães,"Usina de Manso/Furnas/Faz. doMamão",02/10/2017,100,Barragens e Açudes,"Não cumprimento deprocedimentos legais",,
Cláudia,"UHE de Sinop/Assent. 12 deOutubro/PAC",04/08/2017,87,Barragens e Açudes,"Ameaça deexpropriação",,
"Colider/ Itaúba/ Cláudia/Nova Canaã do Norte","UHE Colíder/Complexo TelesPires/PAC",15/12/2017,80,Barragens e Açudes,"Destruição e oupoluição",,
Guarantã do Norte/ Matupá,T. I.  Panará,25/07/2017,135,Uso e preservação,"Destruição e oupoluição",,
Paranaíta,"PCHs no Rio Teles Pires/PAC/UHESão Manoel",13/10/2017,1230,Barragens e Açudes,"Desconstrução dohistórico-cultural",,
Paranaíta,UHE Teles Pires/CHTP,30/05/2017,221,Barragens e Açudes,"Destruição e oupoluição",,
"Peixoto de Azevedo/ ParqueIndígena do Xingu",T. I. Menkragnoti/Kayapó,25/07/2017,300,Uso e preservação,"Destruição e oupoluição",,
Sinop,"UHE Sinop/Colônia de PescadoresZ-16/PAC",04/08/2017,70,Barragens e Açudes,"Ameaça deexpropriação",,
Municípios,Nome do Lugar,,Data,Famílias,Tipo do Conflito,Situação do Conflito,
Tapurah/ Tabaporã/ Sinop,Gl. Mercedes V/UHE de,,27/09/2017,,Barragens e Açudes,Não cumprimento de,
,Sinop/Complexo Teles Pires/PAC,,,,,procedimentos legais,
Tapurah/ Tabaporã/ Sinop,Gl. Mercedes V/UHE de,,15/12/2017,212,Barragens e Açudes,Não cumprimento de,
,Sinop/Complexo Teles Pires/PAC,,,,,procedimentos legais,
Subtotal:,11,,,2435,,,
Minas Gerais,,,,,,,
Acaiaca,Com. Goiabeira/Rompimento da,,10/11/2017,25,Uso e preservação,Destruição e ou,
,Barragem da Samarco/Vale/BHP,,,,,poluição,
,Billiton,,,,,,
Aimorés,Com. Sto. Antônio do Rio Doce e,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Outros/Rompimento da Barragem da,,,,,procedimentos legais,
,Samarco/Vale/BHP Billiton,,,,,,
Alpercata,Com. Ribeirinha de,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Alpercata/Rompimento da Barragem,,,,,procedimentos legais,
,da Samarco/Vale/BHP Billiton,,,,,,
Barra Longa,Com. de Gesteira/Rompimento da,,04/07/2017,20,Uso e preservação,Não reassentamento,
,Barragem da Samarco-Vale-BHP,,,,,,
,Billiton,,,,,,
Barra Longa,Com. Ribeirinha de Barra,,30/03/2017,136,Uso e preservação,Não cumprimento de,
,Longa/Rompimento da Barragem da,,,,,procedimentos legais,
,Samarco/Vale/BHP Billiton,,,,,,
Barra Longa,Com. de Mandioca/Rompimento da,,10/11/2017,20,Uso e preservação,Não cumprimento de,
,Barragem da Samarco/Val/BHP Billiton,,,,,procedimentos legais,
Barra Longa,Com. Barreto/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Barra Longa,Com. Corvinas/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Barra Longa,Com. Floresta/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Barra Longa,Com. Vista Alegre/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Barra Longa,Com. Onça/Rompimento da Barragem,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Fundão/Samarco/Vale/BHP Billiton,,,,,procedimentos legais,
Barra Longa,Com. Apago Fogo/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Barra Longa,Com. Jurumirim/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Barra Longa,Com. São Gonçalo/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Barra Longa,Com. Ocidente/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Barra Longa,Com. Tanque/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Barra Longa,Com. Capela Velha/Rompimento da,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Barragem Fundão/Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Belo Oriente,Com. Ribeirinha de Belo,,07/05/2017,200,Uso e preservação,Não cumprimento de,
,Oriente/Rompimento da Barragem da,,,,,procedimentos legais,
,Samarco/Vale/BHP Billiton,,,,,,
Bom Jesus do Galho,Com. de Bom Jesus do,,10/11/2017,,Uso e preservação,Não cumprimento de,
,Galho/Rompimento da Barragem da,,,,,procedimentos legais,
,Samarco/Vale/BHP Billiton,,,,,,
Bugre,Com. Ribeirinha de Bugre/Rompimento,,10/11/2017,,Uso e preservação,Não cumprimento de,
,da Barragem da Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Caratinga,Com. de Caratinga/Rompimento da,,10/11/2017,200,Uso e preservação,Não cumprimento de,
,Barragem da Samarco/Vale/BHP,,,,,procedimentos legais,
,Billiton,,,,,,
Municípios,Nome do Lugar,Data,Famílias,Tipo do Conflito,Situação do Conflito,,
"Chapada do Norte/Francisco Badaró/ Jenipapode Minas",Barragem de Setúbal/PAC,10/05/2017,220,Barragens e Açudes,"Reassentamentoinadequado",,
Conceição do Mato Dentro,Com. Água Quente/Proj. Minas-Rio,15/06/2017,46,Uso e preservação,"Destruição e oupoluição",,
Conceição do Mato Dentro,"Com. do Jassém/Proj.Minas-Rio/Anglo American",15/06/2017,90,Uso e preservação,"Destruição e oupoluição",,
Conceição do Mato Dentro,"Com. Faustinos/Proj. Minas-Rio/AngloAmerican",30/06/2017,25,Uso e preservação,"Destruição e oupoluição",,
Conceição do Mato Dentro,"Com. Passa Sete/Proj.Minas-Rio/Mineradora Anglo American",15/06/2017,,Uso e preservação,"Destruição e oupoluição",,
"Conceição do Mato Dentro/Alvorada de Minas",Mineroduto/Minas Rio/Anglo American,30/04/2017,,Uso e preservação,"Destruição e oupoluição",,
Conselheiro Pena,"Com. Ribeirinha de ConselheiroPena/Rompimento da Barragem daSamarco/Vale/BHP Billiton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Coronel Fabriciano,"Com. Ribeirinha de CoronelFabriciano/Rompimento da Barragemda Samarco/Vale/BHP Billiton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Córrego Novo,"Com. Ribeirinha de CórregoNovo/Rompimento da Barragem daSamarco/Vale/BHP Billiton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Dionísio,"Com. Baixa Verde eOutros/Rompimento da Barragem daSamarco/Vale/BHP Billiton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Fernandes Tourinho,"Com. Ribeirinha de FernandesTourinho/Rompimento da Barragem daSamarco/Vale/BHP Billiton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Galiléia,"Com. Ribeirinha deGaliléia/Rompimento da Barragem daSamarco/Vale/BHP Billiton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Governador Valadares,"Com. Ribeirinha de GovernadorValadares/Rompimento da Barragemda Samarco/Vale/BHP Billiton",08/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
"Grão Mogol/ Berilo/ JoséGonçalves de Minas/ Lemedo Prado","UHE de Irapé/Porto Coris/42Comunidades",13/03/2017,1800,Barragens e Açudes,"Destruição e oupoluição",,
Iapu,"Com. Ribeirinha de Iapu/Rompimentoda Barragem da Samarco/Vale/BHPBilliton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Ipaba,"Com. Ribeirinha de Ipaba/Rompimentoda Barragem da Samarco/Vale/BHPBilliton",10/11/2017,160,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Ipatinga,"Com. Ribeirinha deIpatinga/Rompimento da Barragem daSamarco/Vale/BHP Billiton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Itueta,"Com. Ribeirinha de Itueta/Rompimentoda Barragem da Samarco/Vale/BHPBilliton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Mariana,"Com. Bento Rodrigues/Rompimento daBarragem da Samarco/Vale-BHPBilliton",13/07/2017,225,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Mariana,"Com. Ponte do Gama/Rompimento daBarragem Fundão/Samarco-Vale-BHPBilliton",13/07/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Mariana,"Com. de Cachoeira/Rompimento daBarragem da Samarco/Vale-BHPBilliton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Mariana,"Com. de Pedras/Rompimento daBarragem da Samarco/Vale-BHPBilliton",13/07/2017,75,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Mariana,"Com. Ribeirinha de ÁguasClaras/Rompimento da Barragem daSamarco/Vale/BHP Billiton",10/11/2017,,Uso e preservação,"Não cumprimento deprocedimentos legais",,
Mariana/ Ouro Preto,UHE Furquim/Alcan/Novelis,12/03/2017,,Barragens e Açudes,"Destruição e oupoluição",,
,Municípios,Nome do Lugar,Data,Famílias,Tipo do Conflito,Situação do Conflito,
Naque,,Com. Ribeirinha de,10/11/2017,40,Uso e preservação,Não cumprimento de,
,,Naque/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
Nova Porteirinha,,Vila dos Goianos/Projeto Gorutuba,27/07/2017,,Apropriação Particular,Diminuição do,
,,,,,,acesso à Água,
Paracatu,,Com. Paracatu de Baixo/Rompimento,13/07/2017,80,Uso e preservação,Não reassentamento,
,,da Barragem/Samarco/Vale-BHP,,,,,
,,Billiton,,,,,
Periquito,,Com. de Pedra Corrida e,02/06/2017,200,Uso e preservação,Não cumprimento de,
,,Outras/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
Pingo D Água,,Com. Ribeirinha de Pingo d',10/11/2017,,Uso e preservação,Não cumprimento de,
,,Água/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
Porteirinha/ Janaúba,,Projeto Gorutuba/Barragem Pico das,27/07/2017,1000,Apropriação Particular,Diminuição do,
,,Pedras,,,,acesso à Água,
Raul Soares,,Com. Ribeirinha de Raul,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Soares/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
Resplendor,,T. I. Krenak/Rompimento da Barragem,19/04/2017,126,Uso e preservação,Destruição e ou,
,,da Samarco-Vale-BHP Billiton,,,,poluição,
Resplendor,,Com. Ribeirinha de,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Resplendor/Rompimento da Barragem,,,,procedimentos legais,
,,da Samarco/Vale/BHP Billiton,,,,,
Riacho dos Machados,,Com. Ipiranga/Mineradora Yamana,27/07/2017,,Barragens e Açudes,Ameaça de,
,,Gold,,,,expropriação,
Riacho dos Machados,,Com. Riacho dos Machados/Min.,02/02/2017,,Barragens e Açudes,Ameaça de,
,,Carpathian Gold,,,,expropriação,
Riacho dos Machados,,Com. Ouro Fino/Mineradora Yamana,27/07/2017,,Barragens e Açudes,Ameaça de,
,,Gold,,,,expropriação,
Rio Casca,,Com. Ribeirinha Rio,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Casca/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
Rio Doce,,Com. Ribeirinha Rio,10/11/2017,220,Uso e preservação,Não cumprimento de,
,,Doce/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
Rio Doce,,Com. Santana do,02/05/2017,60,Uso e preservação,Destruição e ou,
,,Deserto/Rompimento da Barragem da,,,,poluição,
,,Samarco/Vale-BHP Billiton,,,,,
Rosário de Limeira/ Muriaé,,Com. Ancorado/Belisário/Serra do,30/03/2017,,Uso e preservação,Divergência,
,,Brigadeiro/Mineradora CBA,,,,,
Rosário de Limeira/ Muriaé/,,Mineração Rio Pomba,19/02/2017,,Barragens e Açudes,Divergência,
Miraí/ Patrocínio de Miraí,,Cataguazes/CBA Grupo Votorantim,,,,,
Santa Cruz do Escalvado,,Com. Ribeirinha Sta. Cruz do,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Escalvado/Rompimento da Barragem,,,,procedimentos legais,
,,da Samarco/Vale/BHP Billiton,,,,,
Santana do Paraíso,,Com. de Santana do,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Paraíso/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
São Domingos do Prata,,Com. Ribeirinha de São Domingos do,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Prata/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
São José do Goiabal,,Com. Ribeirinha São José do,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Goiabal/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
São Pedro dos Ferros,,Com. Ribeirinha São Pedro dos,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Ferros/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
Sem Peixe,,Com. Ribeirinha Sem,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Peixe/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
Sobrália,,Com. Ribeirinha de,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Sobrália/Rompimento da Barragem da,,,,procedimentos legais,
,,Samarco/Vale/BHP Billiton,,,,,
Timóteo,,Com. de Timóteo/Rompimento da,10/11/2017,,Uso e preservação,Não cumprimento de,
,,Barragem da Samarco/Vale/BHP,,,,procedimentos legais,
,,Billiton,,,,,
,Municípios,Nome do Lugar,Data,Famílias,Tipo do Conflito,Situação do Conflito,
,Tumiritinga,"Com. Ribeirinha deTumiritinga/Rompimento da Barragemda Samarco/Vale/BHP Billiton",10/11/2017,500,Uso e preservação,"Não cumprimento deprocedimentos legais",
,Subtotal:,72,,5468,,,
,Pará,,,,,,
,"Altamira/ Anapu/ Gurupá/Medicilândia/ Porto de Moz/Pacajá/ Senador JoséPorfírio/ Placas/ Brasil Novo","Volta Grande do Xingu/MineradoraBelo Sun",30/11/2017,1038,Uso e preservação,"Não cumprimento deprocedimentos legais",
,"Anapu/ Senador JoséPorfírio/ Vitória do Xingu","T. I. Paquiçamba/Juruna/UHE BeloMonte/PAC",01/06/2017,16,Barragens e Açudes,"Diminuição doacesso à Água",
,Barcarena,"Com.Barajuba/Codebar/Itupema/Caripi/Hydro Alunorte",29/01/2017,,Barragens e Açudes,"Destruição e oupoluição",
,Barcarena,"Com.Barajuba/Codebar/Itupema/Caripi/Hydro Alunorte",31/12/2017,350,Barragens e Açudes,"Destruição e oupoluição",
,Barcarena,Com. Jesus de Nazaré/Hydro Alunorte,29/01/2017,,Barragens e Açudes,"Destruição e oupoluição",
,Barcarena,Com. Jesus de Nazaré/Hydro Alunorte,31/12/2017,742,Barragens e Açudes,"Destruição e oupoluição",
,Barcarena,Com. Água Verde/Hydro Alunorte,29/01/2017,1500,Barragens e Açudes,"Destruição e oupoluição",
,Barcarena,Com. de Jardim Canaã/Hydro Alunorte,29/01/2017,,Barragens e Açudes,"Destruição e oupoluição",
,Barcarena,Com. de Jardim Canaã/Hydro Alunorte,22/12/2017,1500,Barragens e Açudes,"Destruição e oupoluição",
,Itaituba/ Trairão,"T. I. Sawré Muybu/Munduruku/PCHsTapajós/Mineradora Belo Sun",23/11/2017,170,Uso e preservação,"Destruição e oupoluição",
,Jacareacanga,"T. I. Munduruku/UHETapajós/Mineradora Belo Sun/PAC",29/09/2017,1230,Barragens e Açudes,"Desconstrução dohistórico-cultural",
,Parauapebas,"T. I. Xikrin/Aldeias do Cateté eDjudjê-kô/Proj. Onça Puma/Vale",14/09/2017,250,Uso e preservação,"Destruição e oupoluição",
,Subtotal:,12,,6796,,,
,Paraná,,,,,,
,"Capanema/ Realeza/Planalto/ Nova Prata doIguaçu/ Capitão LeônidasMarques",UHE Baixo Iguaçu/PAC,15/02/2017,1025,Barragens e Açudes,Não reassentamento,
,Clevelândia/ Honório Serpa,Barragem do Rio Chopim,18/02/2017,,Barragens e Açudes,"Ameaça deexpropriação",
,Paula Freitas,Acampamento Reduto do Caraquatá,21/03/2017,300,Uso e preservação,"Diminuição doacesso à Água",
,Subtotal:,3,,1325,,,
,Pernambuco,,,,,,
,Cabo de Santo Agostinho,"Colônia de Pescadores Z-8/Praia deGaibu/Comp. Suape/PAC",31/10/2017,250,Uso e preservação,"Destruição e oupoluição",
,Petrolândia,Barragem de Itaparica/Chesf,18/05/2017,1750,Barragens e Açudes,"Diminuição doacesso à Água",
,Sertânia,"Com. Pernambuquinho/Eixo LesteTransp. São Francisco",03/03/2017,33,Uso e preservação,"Destruição e oupoluição",
,Sertânia,"Sítio Brabo Novo/Eixo Leste Transp.do Rio São Francisco",03/03/2017,33,Uso e preservação,"Destruição e oupoluição",
,Sertânia,"Com. Santana/Eixo Leste Transp. doRio São Francisco",03/03/2017,16,Uso e preservação,"Destruição e oupoluição",
,Sertânia,"Com. Rio da Barra/Eixo Leste Transp.do Rio São Francisco",03/03/2017,33,Uso e preservação,"Destruição e oupoluição",
,Subtotal:,6,,2115,,,
,Rondônia,,,,,,
,Machadinho D Oeste,UHE Tabajara/PAC,06/06/2017,421,Barragens e Açudes,"Ameaça deexpropriação",
,Porto Velho,"Assent. Joana Darc I, II e III/UHE Jiraue Sto. Antônio/PAC",24/01/2017,286,Barragens e Açudes,"Não cumprimento deprocedimentos legais",
,Porto Velho,"Nova Vila de Teotônio/UHE Sto.Antônio/PAC",14/11/2017,72,Barragens e Açudes,"Não cumprimento deprocedimentos legais",
,Porto Velho,Santa Rita/UHE Sto. Antônio/PAC,14/11/2017,135,Barragens e Açudes,"Não cumprimento deprocedimentos legais",
Porto Velho,São Domingos/UHE Sto. Antônio/PAC,14/11/2017,15,Barragens e Açudes,"Não cumprimento deprocedimentos legais",,
Municípios,Nome do Lugar,Data,Famílias,Tipo do Conflito,Situação do Conflito,,
Porto Velho,Riacho Azul/UHE Sto. Antônio/PAC,14/11/2017,42,Barragens e Açudes,"Não cumprimento deprocedimentos legais",,
Porto Velho,"Novo Engenho Velho/UHE Sto.Antônio/PAC",14/11/2017,40,Barragens e Açudes,"Não cumprimento deprocedimentos legais",,
Porto Velho,Morrinhos/UHE Sto. Antônio/PAC,14/11/2017,50,Barragens e Açudes,"Não cumprimento deprocedimentos legais",,
Porto Velho,"Nova Mutum e Jaci Paraná/UHE Jiraue Santo Antônio",06/03/2017,1564,Barragens e Açudes,"Não cumprimento deprocedimentos legais",,
Porto Velho,"Com. de Maravilha/UHE Jirau e SantoA n tô n  io",11/02/2017,80,Barragens e Açudes,"Não cumprimento deprocedimentos legais",,
Subtotal:,10,,2705,,,,
São Paulo,,,,,,,
Itaoca,PCH Nova Itaoca,18/03/2017,150,Barragens e Açudes,"Ameaça deexpropriação",,
Subtotal:,1,,150,,,,
Tocantins,,,,,,,
Esperantina,Colônia de Pescadores Z-21,31/12/2017,90,Apropriação Particular,"Impedimento deacesso à água",,
Subtotal:,1,,90,,,,
